Date,Payup (ticks),Date,%OAS
2/6/2015,0.75,2/17/2015,0.389354
2/9/2015,0.75,2/18/2015,0.367597
2/10/2015,0.625,2/19/2015,0.374349
2/11/2015,0.625,2/20/2015,0.378924
2/12/2015,0.75,2/23/2015,0.360853
2/13/2015,0.75,2/24/2015,0.343866
2/17/2015,0.625,2/25/2015,0.336229
2/18/2015,0.625,2/26/2015,0.345295
2/19/2015,0.625,2/27/2015,0.305531
2/20/2015,0.625,3/2/2015,0.292435
2/23/2015,0.625,3/3/2015,0.305103
2/24/2015,0.625,3/4/2015,0.306924
2/25/2015,0.625,3/5/2015,0.306113
2/26/2015,0.625,3/6/2015,0.341658
2/27/2015,0.5625,3/9/2015,0.336009
3/2/2015,0.5625,3/10/2015,0.416436
3/3/2015,0.5625,3/11/2015,0.40272
3/4/2015,0.5625,3/12/2015,0.397852
3/5/2015,0.5625,3/13/2015,0.39777
3/6/2015,0.5625,3/16/2015,0.393329
3/9/2015,0.5625,3/17/2015,0.377146
3/10/2015,0.75,3/18/2015,0.344945
3/11/2015,0.75,3/19/2015,0.456793
3/12/2015,0.75,3/20/2015,0.443104
3/13/2015,0.75,3/23/2015,0.433147
3/16/2015,0.75,3/24/2015,0.420839
3/17/2015,0.75,3/25/2015,0.43522
3/18/2015,0.75,3/26/2015,0.444306
3/19/2015,1,3/27/2015,0.423653
3/20/2015,1,3/30/2015,0.42522
3/23/2015,1,3/31/2015,0.420081
3/24/2015,1,4/1/2015,0.430307
3/25/2015,1,4/2/2015,0.447875
3/26/2015,0.9375,4/3/2015,0.393926
3/27/2015,0.9375,4/6/2015,0.452872
3/30/2015,0.9375,4/7/2015,0.449965
3/31/2015,0.9375,4/8/2015,0.447856
4/1/2015,1.125,4/9/2015,0.468129
4/2/2015,1.125,4/10/2015,0.425136
4/3/2015,1.125,4/13/2015,0.417175
4/6/2015,1.125,4/14/2015,0.401247
4/7/2015,1.125,4/15/2015,0.403917
4/8/2015,1.125,4/16/2015,0.399095
4/9/2015,1.125,4/17/2015,0.388177
4/10/2015,1,4/20/2015,0.400365
4/13/2015,1,4/21/2015,0.408342
4/14/2015,1,4/22/2015,0.429139
4/15/2015,1,4/23/2015,0.42884
4/16/2015,1,4/24/2015,0.424701
4/17/2015,1,4/27/2015,0.431029
4/20/2015,1,4/28/2015,0.462449
4/21/2015,1,4/29/2015,0.491751
4/22/2015,1,4/30/2015,0.435792
4/23/2015,1,5/1/2015,0.464935
4/24/2015,1,5/4/2015,0.48093
4/27/2015,1,5/5/2015,0.503077
4/28/2015,1,5/6/2015,0.525738
4/29/2015,1,5/7/2015,0.494559
4/30/2015,0.875,5/8/2015,0.483822
5/1/2015,0.875,5/11/2015,0.546842
5/4/2015,0.875,5/12/2015,0.546822
5/5/2015,0.875,5/13/2015,0.560389
5/6/2015,0.875,5/14/2015,0.540762
5/7/2015,0.875,5/15/2015,0.487928
